Date,Ticker,Open,High,Low,Close,Volume,Daily Return (%),MA5,MA10
2026-06-22 00:00:00-04:00,ADBE,193.39,199.25,191.2,194.9,8282600,0.78,200.004,213.90900000000002
2026-06-23 00:00:00-04:00,ADBE,197.96,200.55,195.35,197.43,6910500,-0.27,198.218,209.15300000000002
2026-06-24 00:00:00-04:00,ADBE,195.89,202.41,195.1,196.57,6947400,0.35,196.068,205.022
2026-06-25 00:00:00-04:00,ADBE,193.0,199.3,191.8,193.41,6957500,0.21,195.49399999999997,201.025
2026-06-26 00:00:00-04:00,ADBE,195.48,203.48,195.29,202.73,9172100,3.71,197.00799999999998,199.418
2026-06-29 00:00:00-04:00,ADBE,206.67,209.54,204.34,206.43,7527300,-0.12,199.314,199.65900000000002
2026-06-30 00:00:00-04:00,ADBE,204.1,205.6,201.31,205.02,6269500,0.45,200.832,199.525
2026-07-01 00:00:00-04:00,ADBE,209.43,213.66,207.06,210.98,5863800,0.74,203.714,199.89100000000002
2026-07-02 00:00:00-04:00,ADBE,215.55,222.15,213.74,219.72,7903100,1.93,208.97600000000003,202.235
2026-07-06 00:00:00-04:00,ADBE,216.1,219.76,212.9,218.07,4800200,0.91,212.044,204.526
2026-07-07 00:00:00-04:00,ADBE,221.16,230.74,220.29,221.54,8610700,0.17,215.06599999999997,207.19
2026-06-08 00:00:00-04:00,AMD,485.0,494.97,477.71,490.33,25158800,1.1,,
2026-06-09 00:00:00-04:00,AMD,502.75,505.0,437.23,475.51,37799800,-5.42,,
2026-06-10 00:00:00-04:00,AMD,467.97,477.45,448.33,452.4,27777400,-3.33,,
2026-06-11 00:00:00-04:00,AMD,461.6,490.46,458.02,488.45,30463100,5.82,,
2026-06-12 00:00:00-04:00,AMD,499.69,521.71,494.0,511.57,31553100,2.38,483.65199999999993,
2026-06-15 00:00:00-04:00,AMD,535.75,558.37,530.5,547.26,33482400,2.15,495.038,
2026-06-16 00:00:00-04:00,AMD,546.89,548.95,507.25,507.29,28411700,-7.24,501.39400000000006,
2026-06-17 00:00:00-04:00,AMD,529.66,532.5,507.3,512.48,27085300,-3.24,513.4100000000001,
2026-06-18 00:00:00-04:00,AMD,531.58,539.69,526.32,537.37,43805600,1.09,523.1940000000001,
2026-06-22 00:00:00-04:00,AMD,545.5,562.99,535.71,551.63,25983200,1.12,531.2059999999999,507.429
2026-06-23 00:00:00-04:00,AMD,509.08,528.49,506.81,519.85,30196800,2.12,525.7239999999999,510.38100000000003
2026-06-24 00:00:00-04:00,AMD,520.82,524.96,503.5,519.74,26548300,-0.21,528.2139999999999,514.804
2026-06-25 00:00:00-04:00,AMD,543.93,550.88,507.0,532.57,27031300,-2.09,532.2320000000001,522.821
2026-06-26 00:00:00-04:00,AMD,519.8,525.11,502.61,521.58,52705100,0.34,529.074,526.134
2026-06-29 00:00:00-04:00,AMD,522.84,542.19,495.35,539.49,26671000,3.18,526.646,528.926
2026-06-30 00:00:00-04:00,AMD,545.57,584.73,545.57,580.91,34488500,6.48,538.858,532.2909999999999
2026-07-01 00:00:00-04:00,AMD,557.53,564.09,538.74,540.88,28326800,-2.99,543.086,535.65
2026-07-02 00:00:00-04:00,AMD,538.16,547.65,506.0,517.82,28142500,-3.78,540.1360000000001,536.184
2026-07-06 00:00:00-04:00,AMD,535.35,572.5,527.0,552.05,30684200,3.12,546.23,537.652
2026-07-07 00:00:00-04:00,AMD,515.91,524.97,503.11,516.11,29062100,0.04,541.554,534.1
2026-06-08 00:00:00-04:00,AMZN,246.68,249.42,243.36,245.22,33899500,-0.59,,
2026-06-09 00:00:00-04:00,AMZN,247.73,250.43,240.4,244.19,44425400,-1.43,,
2026-06-10 00:00:00-04:00,AMZN,243.61,244.07,237.45,238.0,38590200,-2.3,,
2026-06-11 00:00:00-04:00,AMZN,237.93,242.14,235.18,241.51,41335400,1.5,,
2026-06-12 00:00:00-04:00,AMZN,243.21,243.36,233.59,238.55,51186600,-1.92,241.494,
2026-06-15 00:00:00-04:00,AMZN,245.02,247.81,244.73,246.02,41711600,0.41,241.654,
2026-06-16 00:00:00-04:00,AMZN,248.0,249.51,245.45,246.0,35187400,-0.81,242.016,
2026-06-17 00:00:00-04:00,AMZN,244.9,245.91,236.0,237.5,44780800,-3.02,241.916,
2026-06-18 00:00:00-04:00,AMZN,240.12,245.73,236.02,244.39,75624400,1.78,242.49200000000002,
2026-06-22 00:00:00-04:00,AMZN,240.08,242.0,232.24,232.79,68388500,-3.04,241.34,241.417
2026-06-23 00:00:00-04:00,AMZN,232.55,236.87,232.0,234.11,60492600,0.67,238.958,240.30600000000004
2026-06-24 00:00:00-04:00,AMZN,233.85,242.42,232.95,234.27,70282600,0.18,236.612,239.31400000000002
2026-06-25 00:00:00-04:00,AMZN,232.02,232.32,225.55,227.01,77674100,-2.16,234.51399999999998,238.215
2026-06-26 00:00:00-04:00,AMZN,227.21,233.9,226.13,232.69,248372100,2.41,232.17399999999998,237.333
2026-06-29 00:00:00-04:00,AMZN,234.22,249.71,233.8,240.14,77619200,2.53,233.644,237.49200000000002
2026-06-30 00:00:00-04:00,AMZN,237.35,241.54,237.17,238.34,66228300,0.42,234.49,236.724
2026-07-01 00:00:00-04:00,AMZN,239.75,244.9,234.9,241.7,53829900,0.81,235.97600000000003,236.29399999999995
2026-07-02 00:00:00-04:00,AMZN,241.61,246.72,241.08,242.67,48246400,0.44,239.108,236.81099999999998
2026-07-06 00:00:00-04:00,AMZN,243.8,246.04,240.88,244.16,40044000,0.15,241.402,236.78799999999995
2026-07-07 00:00:00-04:00,AMZN,246.98,248.93,242.7,245.98,40504100,-0.4,242.57,238.10699999999997
2026-06-08 00:00:00-04:00,AVGO,401.98,402.2,390.73,395.97,37099000,-1.5,,
2026-06-09 00:00:00-04:00,AVGO,400.98,407.23,369.74,391.54,37026900,-2.35,,
2026-06-10 00:00:00-04:00,AVGO,380.9,385.2,370.58,371.51,38193500,-2.47,,
2026-06-11 00:00:00-04:00,AVGO,372.23,388.88,369.96,384.96,35187600,3.42,,
2026-06-12 00:00:00-04:00,AVGO,383.11,384.37,376.4,381.47,27600900,-0.43,385.09000000000003,
2026-06-15 00:00:00-04:00,AVGO,394.89,395.57,387.99,393.32,32394200,-0.4,384.56,
