Date,Ticker,Open,High,Low,Close,Volume
2026-06-17 00:00:00-04:00,MSFT,390.25,390.37,377.32,378.91,41987800
2026-06-18 00:00:00-04:00,MSFT,377.82,381.37,373.28,379.4,59714200
2026-06-22 00:00:00-04:00,MSFT,375.74,381.63,367.07,367.34,45171100
2026-06-23 00:00:00-04:00,MSFT,372.38,377.22,370.67,373.94,40647600
2026-06-24 00:00:00-04:00,MSFT,371.57,378.88,364.78,365.46,44509900
2026-06-25 00:00:00-04:00,MSFT,362.77,364.23,349.2,352.83,66179000
2026-06-26 00:00:00-04:00,MSFT,357.15,376.61,355.43,372.97,186201600
2026-06-29 00:00:00-04:00,MSFT,377.5,380.5,359.9,368.57,51229900
2026-06-30 00:00:00-04:00,MSFT,371.03,374.15,367.45,373.02,44945700
2026-07-01 00:00:00-04:00,MSFT,380.83,388.83,374.89,384.28,48065800
2026-07-02 00:00:00-04:00,MSFT,384.48,392.2,383.7,390.49,42128900
2026-07-06 00:00:00-04:00,MSFT,387.04,389.15,381.22,386.74,34224500
2026-07-07 00:00:00-04:00,MSFT,392.49,395.57,388.22,388.84,29209100
2026-06-08 00:00:00-04:00,GOOGL,365.18,366.2,360.53,363.31,27942500
2026-06-09 00:00:00-04:00,GOOGL,367.09,372.08,357.3,364.26,29535100
2026-06-10 00:00:00-04:00,GOOGL,363.19,368.56,355.2,356.38,32357100
2026-06-11 00:00:00-04:00,GOOGL,355.93,358.8,346.36,357.77,35538200
2026-06-12 00:00:00-04:00,GOOGL,362.62,366.57,354.94,359.68,24704600
2026-06-15 00:00:00-04:00,GOOGL,367.93,372.99,366.55,369.35,27727500
2026-06-16 00:00:00-04:00,GOOGL,369.6,376.0,367.06,373.25,24876100
2026-06-17 00:00:00-04:00,GOOGL,369.13,372.33,362.02,363.79,24543600
2026-06-18 00:00:00-04:00,GOOGL,365.75,369.48,358.67,368.03,44470100
2026-06-22 00:00:00-04:00,GOOGL,357.95,358.92,341.72,349.68,52814800
2026-06-23 00:00:00-04:00,GOOGL,340.69,349.29,340.2,346.13,34007700
2026-06-24 00:00:00-04:00,GOOGL,349.04,353.48,341.93,345.29,44997300
2026-06-25 00:00:00-04:00,GOOGL,336.73,345.57,335.84,343.71,44491400
2026-06-26 00:00:00-04:00,GOOGL,342.55,346.36,330.2,337.39,114706300
